"Disease","Fiscal Year","Gender","Age Group","Population","Incidence","Prevalence","Mortality with Disease","Mortality without Disease","Hospitalization with Disease: Person Count","Hospitalization with Disease: Separation Count","Hospitalization with Disease: Days Stay","Hospitalization without Disease: Person Count","Hospitalization without Disease: Separation Count","Hospitalization without Disease: Days Stay","Physician Visit with Disease: Person Count","Physician Visit with Disease: Visit Count","Physician Visit without Disease: Person Count","Physician Visit without Disease: Visit Count","General Physician Visit with Disease: Person Count","General Physician Visit with Disease: Visit Count","General Physician Visit without Disease: Person Count","General Physician Visit without Disease: Visit Count","Specialist Visit with Disease: Person Count","Specialist Visit with Disease: Visit Count","Specialist Visit without Disease: Person Count","Specialist Visit without Disease: Visit Count"
COPD,2000,M,80 to 84,191190,6220,49080,6720,8690,19400,35070,395870,28930,44510,513810,N/A,N/A,N/A,N/A,46760,670050,125480,1269940,40880,460200,104860,887290
COPD,2000,M,85+,136970,4890,37410,7930,12590,16460,28560,359350,24600,37060,499780,N/A,N/A,N/A,N/A,35290,556240,85220,1010540,29040,295290,67090,547570
COPD,2001,F,35 to 39,1213210,4300,13970,50,780,1900,3050,20070,87980,107100,447800,N/A,N/A,N/A,N/A,13340,122940,958170,5231170,9830,71690,611450,2930880
COPD,2001,F,40 to 44,1248310,5020,33990,140,1130,3790,5970,45580,57950,73860,402230,N/A,N/A,N/A,N/A,31860,285220,969000,5181290,23800,163650,639870,2882440
COPD,2001,F,45 to 49,1132250,5980,40500,250,1610,5000,8020,64170,49220,64230,392080,N/A,N/A,N/A,N/A,38100,355280,884940,4910460,30120,225600,624750,2934040
COPD,2001,F,50 to 54,996060,6670,46440,480,2130,6530,10520,86320,46450,61750,396520,N/A,N/A,N/A,N/A,44180,426200,794710,4663920,36410,295020,609730,3059380
COPD,2001,F,55 to 59,801060,7100,51670,800,2560,8330,13950,122310,41670,56740,398410,N/A,N/A,N/A,N/A,49300,483220,637850,3884450,41550,358890,504630,2683640
COPD,2001,F,60 to 64,628860,7020,53970,1200,2890,10210,17430,155980,38710,53510,394810,N/A,N/A,N/A,N/A,51570,523650,495500,3205380,44220,398060,398610,2267910
COPD,2001,F,65 to 69,555160,7630,60620,2000,3970,13610,23270,227470,41360,58930,486220,N/A,N/A,N/A,N/A,58140,635900,433320,3061260,50820,500610,354640,2217540
COPD,2001,F,70 to 74,521500,8450,69180,3390,5890,18260,31550,339750,47650,69300,624240,N/A,N/A,N/A,N/A,66430,792430,400600,3125080,58620,617530,329490,2240530
COPD,2001,F,75 to 79,456590,8360,69810,4620,8640,21070,36440,416320,52910,78670,839750,N/A,N/A,N/A,N/A,67040,884290,345940,3102300,59380,633220,286980,2113450
COPD,2001,F,80 to 84,329770,6670,55340,5180,11360,19070,32650,414940,47440,70620,882470,N/A,N/A,N/A,N/A,52980,784280,246210,2546490,45740,468690,199250,1457010
COPD,2001,F,85+,317960,7160,55730,9580,28270,21000,34590,462510,55610,81740,1154150,N/A,N/A,N/A,N/A,52690,903360,229410,2912770,41770,380550,166830,1139240
COPD,2001,M,35 to 39,1221470,3870,12350,60,1340,1190,2050,17470,31510,41850,276630,N/A,N/A,N/A,N/A,10990,80370,776620,3201770,7420,46820,419070,1563720
COPD,2001,M,40 to 44,1249680,4780,30660,190,1810,2730,4550,35560,36880,49900,323910,N/A,N/A,N/A,N/A,26580,193460,805680,3474330,17850,116270,454340,1801460
COPD,2001,M,45 to 49,1124820,5710,37660,340,2540,4140,6950,58580,39430,54240,348420,N/A,N/A,N/A,N/A,32930,253610,741830,3377120,23270,162530,443430,1900500
COPD,2001,M,50 to 54,993100,6890,45970,640,3340,6330,10770,87980,43810,61420,405190,N/A,N/A,N/A,N/A,41190,326490,683790,3306740,30730,237100,437920,2058970
COPD,2001,M,55 to 59,799020,7760,53510,1180,4210,9030,15260,126490,44970,64160,428810,N/A,N/A,N/A,N/A,48790,408630,567940,2969660,38280,319690,392310,2037890
COPD,2001,M,60 to 64,607710,8130,59540,1930,4910,12220,20960,186210,43190,62450,466480,N/A,N/A,N/A,N/A,55210,501790,438350,2547410,45040,422920,323820,1879460
COPD,2001,M,65 to 69,517600,9050,70830,3330,6090,17310,30400,288320,45050,66700,518140,N/A,N/A,N/A,N/A,66510,665050,373430,2460650,56560,570740,291750,1911190
COPD,2001,M,70 to 74,450190,9880,82150,5580,7850,23510,42110,416010,46610,70320,599950,N/A,N/A,N/A,N/A,77810,880710,316880,2368060,67870,752390,258180,1886900
COPD,2001,M,75 to 79,334760,8650,76570,7070,9130,25610,45790,485410,41370,63010,609320,N/A,N/A,N/A,N/A,72770,926910,226450,1967500,64480,747760,189800,1545600
COPD,2001,M,80 to 84,203070,5860,53680,7010,8830,20040,35410,407450,29130,44670,498270,N/A,N/A,N/A,N/A,51060,721610,131860,1332360,44700,499710,110620,924530
COPD,2001,M,85+,142450,4790,40740,8660,12470,17460,30120,382860,24700,37090,472290,N/A,N/A,N/A,N/A,38350,608000,86710,1036260,31680,321480,68770,558150
COPD,2002,F,35 to 39,1178670,3850,13010,40,720,1720,2710,18660,84790,102580,429250,N/A,N/A,N/A,N/A,12340,112680,927140,5059950,9020,65300,595050,2885020
COPD,2002,F,40 to 44,1264440,4690,35570,150,1100,3860,6220,48470,57080,72070,404690,N/A,N/A,N/A,N/A,33170,292030,976610,5199770,24870,170670,647850,2919740
COPD,2002,F,45 to 49,1165940,5390,44790,260,1670,5100,8150,64220,49210,63560,385330,N/A,N/A,N/A,N/A,41940,380510,905630,4979100,32970,238770,640490,2981670
COPD,2002,F,50 to 54,1012920,6040,49840,500,2120,6640,10900,91550,45810,60540,400770,N/A,N/A,N/A,N/A,47100,442940,801180,4671960,38910,309520,616220,3075890
COPD,2002,F,55 to 59,853070,6610,57350,840,2670,8620,14100,125280,42550,57180,396330,N/A,N/A,N/A,N/A,54560,529030,675750,4097570,45980,384700,536230,2838810
COPD,2002,F,60 to 64,655120,6690,58980,1340,3090,10510,17700,163010,38570,52850,389200,N/A,N/A,N/A,N/A,56240,563740,513730,3306360,48190,430760,415390,2355530
COPD,2002,F,65 to 69,558330,6670,63500,2050,3930,13370,22670,220820,39930,56450,460410,N/A,N/A,N/A,N/A,60770,652430,433330,3049210,53170,512540,356310,2217150
COPD,2002,F,70 to 74,523650,7440,72090,3320,5590,17830,30450,317860,45620,65280,597190,N/A,N/A,N/A,N/A,69140,810790,399980,3106940,61020,627250,330430,2244520
COPD,2002,F,75 to 79,459730,7470,73260,4800,8490,21230,35710,404310,51050,74670,768850,N/A,N/A,N/A,N/A,70200,921650,345030,3090050,62080,652210,287070,2107260
COPD,2002,F,80 to 84,346550,6310,60760,5660,11520,19840,33450,412980,47760,69760,833020,N/A,N/A,N/A,N/A,57980,851850,255740,2662110,50160,504630,208270,1532840
COPD,2002,F,85+,328010,6730,60810,10330,28680,21790,35230,480660,55440,79920,1142490,N/A,N/A,N/A,N/A,57180,984980,232490,2992450,45180,401290,169900,1160650
COPD,2002,M,35 to 39,1184720,3390,11290,50,1200,1030,1690,12730,29630,39150,289020,N/A,N/A,N/A,N/A,10040,72790,749320,3086720,6720,42980,406750,1519210
COPD,2002,M,40 to 44,1267820,4300,32050,180,1880,2730,4410,37860,35910,48070,345210,N/A,N/A,N/A,N/A,27570,197170,812920,3504610,18470,116300,460080,1818380
COPD,2002,M,45 to 49,1160310,5240,41340,410,2490,4210,6870,56980,39090,53650,365350,N/A,N/A,N/A,N/A,35890,269690,760270,3455570,25220,173060,455000,1940130
COPD,2002,M,50 to 54,1007530,6510,49430,690,3480,6470,10980,92760,42770,60140,427670,N/A,N/A,N/A,N/A,43830,344360,689430,3331860,32870,246700,440950,2072230
COPD,2002,M,55 to 59,848830,7450,58690,1240,4310,9270,15660,129010,45780,65030,462370,N/A,N/A,N/A,N/A,53320,441840,601050,3134540,41690,342000,414210,2149850
COPD,2002,M,60 to 64,635790,7660,64290,2110,4850,12440,21470,193590,43200,61830,457640,N/A,N/A,N/A,N/A,59230,529750,456200,2633410,48140,449330,336270,1940660
COPD,2002,M,65 to 69,521150,7990,72480,3410,5910,16580,28960,271020,43860,63940,524900,N/A,N/A,N/A,N/A,67880,670530,375120,2453730,57570,570390,293300,1915490
COPD,2002,M,70 to 74,456990,8870,84810,5530,7680,23090,40520,407160,45490,67700,599590,N/A,N/A,N/A,N/A,80110,888800,320470,2393430,69810,763110,261440,1910600
COPD,2002,M,75 to 79,343280,7980,80070,7330,8900,25300,44480,482370,40740,61430,597920,N/A,N/A,N/A,N/A,75880,957250,230470,2002880,67370,777740,193860,1568630
COPD,2002,M,80 to 84,215230,5660,57900,7220,9010,20820,36310,405690,29910,45130,506580,N/A,N/A,N/A,N/A,54960,779120,138650,1412290,48290,538780,116790,988950
COPD,2002,M,85+,147320,4250,43030,9070,12370,17690,29890,368930,24430,36370,468440,N/A,N/A,N/A,N/A,40280,645040,88170,1075470,33350,332350,70320,574920
COPD,2003,F,35 to 39,1143400,3540,11750,30,690,1530,2480,15900,84670,101770,407960,N/A,N/A,N/A,N/A,11150,102200,895760,4888560,8200,58820,572020,2776660
COPD,2003,F,40 to 44,1280230,4790,36820,130,1130,3870,5990,47840,57580,72710,408050,N/A,N/A,N/A,N/A,34300,297250,985930,5225370,25440,172080,647630,2884830
COPD,2003,F,45 to 49,1193800,5500,48500,300,1640,5410,8400,63450,49050,63400,388260,N/A,N/A,N/A,N/A,45350,406920,921800,5024690,35180,249770,644170,2940390
COPD,2003,F,50 to 54,1039240,6020,53950,540,2240,6750,10870,91420,45380,59610,402110,N/A,N/A,N/A,N/A,50910,471250,816470,4708470,41520,313540,619830,3021520
COPD,2003,F,55 to 59,895400,6920,62370,870,2760,9110,14780,129870,43040,57420,383060,N/A,N/A,N/A,N/A,59250,564300,707200,4249240,49670,404590,555310,2873020
COPD,2003,F,60 to 64,684330,6980,64100,1410,3220,11030,18190,161990,38980,52710,384970,N/A,N/A,N/A,N/A,61200,604870,535470,3400840,52260,452880,430470,2391040
COPD,2003,F,65 to 69,568300,6880,67380,2100,3900,13880,23150,226930,39280,54090,438080,N/A,N/A,N/A,N/A,64720,691010,440580,3075570,56190,527460,359920,2191260
COPD,2003,F,70 to 74,524480,7510,74940,3420,5640,18330,30570,312440,44670,62800,552230,N/A,N/A,N/A,N/A,72150,840860,400250,3093450,63470,639540,329450,2198250
COPD,2003,F,75 to 79,461210,7670,76500,5030,8280,21700,36070,400350,49800,71100,704550,N/A,N/A,N/A,N/A,73470,962410,344940,3074210,64900,664340,286260,2068370
COPD,2003,F,80 to 84,361340,6530,65970,5990,11810,21040,34790,411500,48130,69070,789600,N/A,N/A,N/A,N/A,63130,934700,265540,2780840,54600,541690,216640,1568840
COPD,2003,F,85+,339020,6980,65970,11560,29270,23180,36500,470180,56350,80050,1053510,N/A,N/A,N/A,N/A,61980,1080270,237780,3132420,48760,416000,174350,1166530
COPD,2003,M,35 to 39,1147680,3150,10300,50,1230,920,1450,12360,28220,37490,263890,N/A,N/A,N/A,N/A,9130,66450,722060,2959380,6110,38380,385730,1433370
COPD,2003,M,40 to 44,1286730,4270,32790,190,1800,2650,4190,36320,35550,47460,319920,N/A,N/A,N/A,N/A,28040,198400,822450,3521520,18680,113340,459920,1796790
COPD,2003,M,45 to 49,1191400,5330,44790,380,2640,4360,7100,58530,39250,53700,359980,N/A,N/A,N/A,N/A,38790,289530,777290,3510830,26890,178680,460380,1945810
COPD,2003,M,50 to 54,1030210,6230,52580,760,3410,6590,10860,95950,42620,58800,412790,N/A,N/A,N/A,N/A,46540,362260,703000,3380530,34360,255810,444320,2045940
COPD,2003,M,55 to 59,889080,7510,63600,1240,4450,9810,16520,135900,47170,66450,448250,N/A,N/A,N/A,N/A,57610,473880,629520,3260530,44730,362290,429390,2190480
COPD,2003,M,60 to 64,666390,7960,69100,2190,4990,13130,22200,194210,44480,63310,477300,N/A,N/A,N/A,N/A,63770,560840,480340,2746510,51620,466130,351370,1990870
COPD,2003,M,65 to 69,530480,8150,75050,3220,5920,16810,29160,265360,43760,63160,482490,N/A,N/A,N/A,N/A,70370,691290,382810,2489160,59310,579440,297320,1910010
COPD,2003,M,70 to 74,461730,8880,87220,5550,7820,23240,40220,393590,45320,66870,560530,N/A,N/A,N/A,N/A,82470,921250,324720,2423390,71960,761350,264180,1899780
COPD,2003,M,75 to 79,351760,7940,83020,7500,9010,25820,44450,457950,40960,60850,562470,N/A,N/A,N/A,N/A,78860,994590,236520,2063480,69850,788300,198440,1588460
COPD,2003,M,80 to 84,226530,5780,61970,7740,9540,22050,37590,410410,31180,46430,492380,N/A,N/A,N/A,N/A,58980,845580,145710,1504120,51840,573950,122600,1037470
COPD,2003,M,85+,153240,4310,45500,9420,12900,18210,30080,354190,24740,36510,429680,N/A,N/A,N/A,N/A,42680,692060,90900,1132980,35340,340930,72530,582390
COPD,2004,F,35 to 39,1115510,3370,10690,50,610,1410,2200,13740,82670,99340,388620,N/A,N/A,N/A,N/A,10210,93520,871720,4727600,7490,53140,560850,2751600
COPD,2004,F,40 to 44,1285410,4790,37130,150,1000,3910,6030,46950,56740,71310,361420,N/A,N/A,N/A,N/A,34510,297020,987060,5194250,25740,173200,653130,2909290
COPD,2004,F,45 to 49,1219050,5550,51920,280,1610,5630,8670,65920,49200,63630,365210,N/A,N/A,N/A,N/A,48320,426420,937200,5045040,37650,259280,656430,2993620
COPD,2004,F,50 to 54,1071350,6410,58590,500,2280,7130,11260,91580,45450,60130,398470,N/A,N/A,N/A,N/A,55220,502180,837530,4775410,45010,333650,636020,3100260
COPD,2004,F,55 to 59,938530,7230,67820,900,2820,9680,15490,132730,44240,58900,383590,N/A,N/A,N/A,N/A,64240,601800,738540,4393220,53650,431780,577920,2991660
COPD,2004,F,60 to 64,712650,7100,69340,1330,3190,11700,18850,163710,39710,53560,377620,N/A,N/A,N/A,N/A,66120,643290,556040,3488600,56530,482080,446730,2480310
COPD,2004,F,65 to 69,579360,6930,70930,2100,3750,14160,23590,225710,39350,54220,414930,N/A,N/A,N/A,N/A,68120,717280,447800,3102290,59270,555380,366950,2242130
COPD,2004,F,70 to 74,525040,7420,77770,3340,5360,18750,30970,310880,44590,62260,548860,N/A,N/A,N/A,N/A,74830,864820,399160,3082610,66070,662770,329560,2210530
COPD,2004,F,75 to 79,462730,7340,79360,4990,7820,22160,36670,392590,49300,70510,674310,N/A,N/A,N/A,N/A,76250,997590,344740,3061690,67430,697500,286690,2074090
COPD,2004,F,80 to 84,372220,6580,70480,6230,11670,22660,37470,432760,49020,70300,777350,N/A,N/A,N/A,N/A,67380,1007200,271290,2856820,58550,582290,222110,1630290
COPD,2004,F,85+,352630,6960,70970,11880,29380,24930,39770,497600,58350,82780,1103370,N/A,N/A,N/A,N/A,66650,1175670,244850,3262470,52810,454550,180980,1229430
COPD,2004,M,35 to 39,1118660,3110,9540,60,1170,820,1350,11930,26910,35490,242400,N/A,N/A,N/A,N/A,8580,62080,703130,2880540,5760,34860,377490,1391060
COPD,2004,M,40 to 44,1295550,4400,32750,170,1920,2630,4200,37330,35270,47170,321510,N/A,N/A,N/A,N/A,28060,197450,829290,3554000,18740,113560,467230,1825300
COPD,2004,M,45 to 49,1218090,5300,47770,390,2600,4600,7350,60820,39770,54470,365670,N/A,N/A,N/A,N/A,41240,302350,794680,3591370,28730,188350,471890,1987480
COPD,2004,M,50 to 54,1061250,6440,56610,730,3450,6800,11240,94340,43230,59990,413100,N/A,N/A,N/A,N/A,50070,388080,723610,3483590,36920,269100,458120,2108280
COPD,2004,M,55 to 59,930400,7700,68640,1430,4480,10410,17340,148070,48240,67620,456700,N/A,N/A,N/A,N/A,62050,509110,658440,3417540,48140,390350,450170,2286610
COPD,2004,M,60 to 64,696200,7820,73520,2200,5090,13450,22600,201790,45730,65030,468730,N/A,N/A,N/A,N/A,67770,594610,500940,2851270,55100,486750,367910,2083240
COPD,2004,M,65 to 69,542310,7990,78030,3230,5750,17030,29000,253280,43980,63540,473750,N/A,N/A,N/A,N/A,73180,709160,391900,2551800,61800,596620,304720,1962180
COPD,2004,M,70 to 74,465260,8280,88630,5430,7240,23180,40130,389980,45210,66640,535630,N/A,N/A,N/A,N/A,83970,932840,326980,2449110,73390,786070,267050,1928660
COPD,2004,M,75 to 79,359170,7870,85590,7240,8750,26220,45390,451180,41580,61920,584630,N/A,N/A,N/A,N/A,81400,1024350,241310,2117070,72010,815350,203200,1645290
COPD,2004,M,80 to 84,235870,5860,65650,7970,9400,23140,39630,422930,31910,47450,481740,N/A,N/A,N/A,N/A,62440,903620,150940,1571760,55160,621650,127640,1088090
COPD,2004,M,85+,161060,4420,48550,9810,13020,19380,31780,375110,26010,38500,459390,N/A,N/A,N/A,N/A,45590,747010,94580,1198160,37920,372240,76190,628210
COPD,2005,F,35 to 39,1106540,3260,10070,40,620,1280,1990,13560,83480,100100,416520,N/A,N/A,N/A,N/A,9640,90070,868970,4740940,7100,51520,562160,2829720
COPD,2005,F,40 to 44,1275700,4570,35830,130,1150,3740,5860,44870,56230,70850,386870,N/A,N/A,N/A,N/A,33380,286460,985570,5201120,24950,169950,655750,2969250
COPD,2005,F,45 to 49,1246330,5670,55740,350,1640,5930,9340,78930,49250,63600,413430,N/A,N/A,N/A,N/A,51940,452750,961880,5169410,40420,282340,675880,3109670
COPD,2005,F,50 to 54,1106190,6170,63180,560,2240,7310,11490,89830,45760,60110,410940,N/A,N/A,N/A,N/A,59370,534060,865170,4906440,48570,365600,657820,3231140
COPD,2005,F,55 to 59,980080,7130,72850,970,2820,9970,15880,139150,45500,60690,437600,N/A,N/A,N/A,N/A,69010,633970,771190,4556960,57690,465300,603270,3159720
COPD,2005,F,60 to 64,739400,7160,74660,1430,3180,12120,19830,183960,40550,54790,399860,N/A,N/A,N/A,N/A,71100,683390,577180,3588720,60960,534420,464730,2611920
COPD,2005,F,65 to 69,593950,6660,74760,2080,3740,14420,23910,227930,39980,55020,435380,N/A,N/A,N/A,N/A,71690,748110,459640,3171960,62720,587340,378430,2352140
COPD,2005,F,70 to 74,524470,6850,79830,3270,5160,18450,30370,299910,43790,61150,537550,N/A,N/A,N/A,N/A,76820,878500,398980,3076090,67930,679590,330580,2264060
COPD,2005,F,75 to 79,466390,6850,82080,4840,7790,22300,36870,400640,49110,69680,687070,N/A,N/A,N/A,N/A,78910,1017320,346830,3076440,69960,735160,289390,2148700
COPD,2005,F,80 to 84,377790,6250,73430,6120,11220,22550,36950,436620,48920,69990,798220,N/A,N/A,N/A,N/A,70290,1034750,274690,2893890,61100,619060,225980,1700910
COPD,2005,F,85+,371420,6900,77170,12110,28890,26290,41570,527280,59450,84160,1124080,N/A,N/A,N/A,N/A,72400,1277890,255760,3422700,57620,499780,190570,1315560
COPD,2005,M,35 to 39,1106330,2900,8930,30,1060,790,1300,11990,26240,34750,270560,N/A,N/A,N/A,N/A,8070,59730,698820,2866060,5480,34210,375140,1388660
COPD,2005,M,40 to 44,1287420,4170,31800,160,1880,2530,4010,32430,35000,46860,400930,N/A,N/A,N/A,N/A,27330,191510,828230,3566130,18420,112360,468240,1854370
COPD,2005,M,45 to 49,1247520,5520,51010,380,2570,4650,7490,63230,39810,54130,441220,N/A,N/A,N/A,N/A,43880,319340,817830,3680600,30510,198510,485370,2049200
COPD,2005,M,50 to 54,1095530,6460,60630,750,3500,7130,11720,107710,43900,60820,505570,N/A,N/A,N/A,N/A,53640,417110,749440,3592780,39520,289850,476230,2213650
COPD,2005,M,55 to 59,969580,7910,73640,1390,4470,10460,17630,156460,50050,70060,551230,N/A,N/A,N/A,N/A,66530,537680,688990,3561060,51830,412670,471340,2438210
COPD,2005,M,60 to 64,724550,7810,77610,2160,5050,13850,23200,216500,47240,67030,499740,N/A,N/A,N/A,N/A,71670,621470,524950,2972800,58520,522090,386090,2223390
COPD,2005,M,65 to 69,556960,7670,81210,3190,5610,17110,29310,265490,45060,64700,500620,N/A,N/A,N/A,N/A,76080,725740,403950,2620400,64340,629970,316030,2061150
COPD,2005,M,70 to 74,467120,7890,89260,4970,7010,22550,38740,365210,45070,65960,544850,N/A,N/A,N/A,N/A,84710,925530,329630,2462870,74050,797530,270470,1989950
COPD,2005,M,75 to 79,369420,7420,88410,6920,8600,26190,45270,455030,42290,63080,596140,N/A,N/A,N/A,N/A,84130,1048790,249300,2184400,74890,854870,210950,1738230
COPD,2005,M,80 to 84,243130,5470,68300,7810,8940,23200,39800,427500,32200,48140,502260,N/A,N/A,N/A,N/A,64950,930950,155670,1625350,57600,654480,132370,1153360
COPD,2005,M,85+,171930,4320,52170,9900,13050,20210,33670,407620,26980,39650,468840,N/A,N/A,N/A,N/A,48790,806570,100580,1287540,40910,413060,81850,690540
COPD,2006,F,35 to 39,1102600,3150,9590,40,600,1210,1890,11730,83040,97850,338290,N/A,N/A,N/A,N/A,9150,83980,858380,4610850,6730,52200,558600,2855660
COPD,2006,F,40 to 44,1252980,4460,34180,130,1020,3270,4900,31240,52510,64880,289000,N/A,N/A,N/A,N/A,31800,266030,961030,4984570,23750,159980,644730,2930380
COPD,2006,F,45 to 49,1269230,5780,58780,310,1680,5680,8580,58960,46910,59790,298880,N/A,N/A,N/A,N/A,54580,463960,970520,5130300,42230,295570,684880,3161080
COPD,2006,F,50 to 54,1139080,6320,67710,550,2330,7590,11650,88800,44880,58330,328010,N/A,N/A,N/A,N/A,63430,555340,884170,4934000,51680,393030,673050,3316550
COPD,2006,F,55 to 59,995380,7060,75880,970,2810,9920,15560,122840,44100,58340,359070,N/A,N/A,N/A,N/A,71610,645670,777450,4499610,59690,492820,607530,3187170
COPD,2006,F,60 to 64,794010,7140,81310,1540,3380,12570,20280,171030,41840,55980,375640,N/A,N/A,N/A,N/A,77350,724910,616630,3763610,66080,585220,496750,2813440
COPD,2006,F,65 to 69,613920,6630,79130,2230,3770,14730,23960,218920,39550,54130,400260,N/A,N/A,N/A,N/A,75860,766970,472340,3181140,66150,634060,389390,2446950
COPD,2006,F,70 to 74,525630,6610,81730,3300,5040,18380,30530,301120,42120,58290,480190,N/A,N/A,N/A,N/A,78700,877390,398530,2998680,69450,722350,330120,2309180
COPD,2006,F,75 to 79,471000,6580,84740,4980,7560,22500,37040,397860,47700,67390,644880,N/A,N/A,N/A,N/A,81420,1017930,348410,2982250,72120,786680,290890,2202950
COPD,2006,F,80 to 84,381640,5880,76030,6460,11330,22580,36820,437500,47690,67990,750370,N/A,N/A,N/A,N/A,72720,1022100,275450,2745900,63180,668750,226430,1773690
COPD,2006,F,85+,392690,6800,83690,13520,30190,27890,43830,573510,61360,86380,1144480,N/A,N/A,N/A,N/A,78380,1263260,267720,3275370,62250,580040,200380,1457840
COPD,2006,M,35 to 39,1099220,2900,8640,30,1090,720,1150,7370,23680,31100,176730,N/A,N/A,N/A,N/A,7760,54920,685730,2774660,5210,31880,370060,1381490
COPD,2006,M,40 to 44,1262550,4070,30380,150,1750,2310,3660,25560,31510,41670,242780,N/A,N/A,N/A,N/A,26110,183540,804170,3427210,17530,110220,458110,1827840
COPD,2006,M,45 to 49,1270960,5410,53230,440,2550,4490,7180,53810,37960,51190,300400,N/A,N/A,N/A,N/A,45620,324930,825440,3670920,31620,211210,492040,2107300
COPD,2006,M,50 to 54,1129270,6490,64360,780,3590,6930,11050,84780,43330,59740,362100,N/A,N/A,N/A,N/A,56590,427970,765850,3632850,41690,308130,487850,2294080
COPD,2006,M,55 to 59,982860,7540,76460,1410,4530,10500,17430,138560,48010,66670,419590,N/A,N/A,N/A,N/A,68790,545090,692280,3528160,53440,441020,473230,2472120
COPD,2006,M,60 to 64,778460,8060,83920,2310,5350,14430,24080,201530,48700,68430,454340,N/A,N/A,N/A,N/A,77180,658020,561800,3127510,63120,575550,413940,2411510
COPD,2006,M,65 to 69,578010,7720,85130,3370,5700,17510,29530,259730,44880,64400,456890,N/A,N/A,N/A,N/A,79620,746140,417060,2653100,67450,690670,327480,2174940
COPD,2006,M,70 to 74,470350,7510,90060,4990,6890,22020,37670,343250,43770,63670,503160,N/A,N/A,N/A,N/A,85410,906420,331880,2428350,74870,829950,272720,2057080
COPD,2006,M,75 to 79,379450,7110,90870,7270,8610,26270,44820,467620,41980,62110,552520,N/A,N/A,N/A,N/A,86520,1050690,255890,2177050,76990,915910,216630,1842930
COPD,2006,M,80 to 84,250790,5480,70910,8150,9320,23580,40080,436310,32220,47880,495490,N/A,N/A,N/A,N/A,67430,934850,159840,1607590,59790,714170,136240,1230710
